hour,src_ip,username,src_port,result,auth_method,label,timestamp
0,185.220.101.45,root,15919,Failed,password,1,2024-01-15 00:39:31
0,42.96.145.33,test,27053,Failed,password,1,2024-01-15 00:39:32
0,45.142.212.61,admin,62741,Failed,password,1,2024-01-15 00:39:35
0,165.232.189.42,postgres,26947,Failed,password,1,2024-01-15 00:39:41
0,103.45.67.89,pi,45490,Failed,password,1,2024-01-15 00:39:48
0,185.234.218.33,root,23391,Failed,password,1,2024-01-15 00:40:00
0,194.165.16.72,centos,59992,Failed,password,1,2024-01-15 00:40:31
0,159.89.166.45,ubuntu,3778,Failed,password,1,2024-01-15 00:40:32
0,185.234.218.33,test,13784,Failed,password,1,2024-01-15 00:40:45
0,42.96.145.33,centos,13949,Failed,password,1,2024-01-15 00:40:56
0,103.45.67.89,user,36706,Failed,password,1,2024-01-15 00:41:05
0,193.32.162.45,postgres,39996,Failed,password,1,2024-01-15 00:41:11
0,42.96.145.33,mysql,51321,Failed,password,1,2024-01-15 00:41:14
0,91.108.4.0,pi,13610,Failed,password,1,2024-01-15 00:41:15
0,185.234.218.33,admin,58589,Failed,password,1,2024-01-15 00:41:50
0,185.220.101.45,mysql,38589,Failed,password,1,2024-01-15 00:42:39
0,42.96.145.33,root,4279,Failed,password,1,2024-01-15 00:42:43
0,103.45.67.89,ubuntu,28137,Failed,password,1,2024-01-15 00:43:34
0,45.142.212.61,test,51527,Failed,password,1,2024-01-15 00:43:53
0,193.32.162.45,mysql,1354,Failed,password,1,2024-01-15 00:44:06
0,91.108.4.0,git,36052,Accepted,password,1,2024-01-15 00:44:07
0,165.232.189.42,postgres,40912,Failed,password,1,2024-01-15 00:44:08
0,178.20.55.18,mysql,43504,Failed,password,1,2024-01-15 00:44:11
0,165.232.189.42,test,20323,Failed,password,1,2024-01-15 00:44:16
0,91.108.4.0,git,23731,Failed,password,1,2024-01-15 00:44:29
0,103.45.67.89,centos,62036,Failed,password,1,2024-01-15 00:45:38
0,185.220.101.45,oracle,3627,Failed,password,1,2024-01-15 00:46:12
0,193.32.162.45,ubuntu,30640,Failed,password,1,2024-01-15 00:46:19
0,193.32.162.45,postgres,26282,Failed,password,1,2024-01-15 00:46:23
0,103.45.67.89,ubuntu,19993,Failed,password,1,2024-01-15 00:46:45
0,178.20.55.18,git,26998,Failed,password,1,2024-01-15 00:47:14
0,5.188.206.14,git,44813,Failed,password,1,2024-01-15 00:47:17
0,42.96.145.33,git,13250,Failed,password,1,2024-01-15 00:47:33
0,42.96.145.33,git,53723,Failed,password,1,2024-01-15 00:47:50
0,194.165.16.72,root,11800,Failed,password,1,2024-01-15 00:48:41
0,185.220.101.45,test,60670,Failed,password,1,2024-01-15 00:50:06
0,103.45.67.89,oracle,38548,Failed,password,1,2024-01-15 00:50:49
0,194.165.16.72,test,53870,Failed,password,1,2024-01-15 00:51:05
0,185.234.218.33,admin,27264,Failed,password,1,2024-01-15 00:51:18
0,45.142.212.61,oracle,41865,Failed,password,1,2024-01-15 00:51:25
0,194.165.16.72,pi,53194,Failed,password,1,2024-01-15 00:51:26
0,5.188.206.14,oracle,27983,Failed,password,1,2024-01-15 00:52:21
0,165.232.189.42,pi,16188,Failed,password,1,2024-01-15 00:52:29
0,91.108.4.0,oracle,32347,Failed,password,1,2024-01-15 00:53:18
0,5.188.206.14,oracle,60910,Failed,password,1,2024-01-15 00:53:44
0,185.220.101.45,postgres,10900,Failed,password,1,2024-01-15 00:53:54
0,185.220.101.45,ubuntu,38144,Failed,password,1,2024-01-15 00:54:02
0,103.45.67.89,ubuntu,40780,Failed,password,1,2024-01-15 00:54:28
0,103.45.67.89,git,24710,Failed,password,1,2024-01-15 00:54:50
0,165.232.189.42,pi,33027,Failed,password,1,2024-01-15 00:55:24
0,5.188.206.14,centos,60951,Failed,password,1,2024-01-15 00:55:27
0,185.234.218.33,root,61679,Accepted,password,1,2024-01-15 00:55:29
0,185.234.218.33,oracle,50017,Failed,password,1,2024-01-15 00:55:29
0,103.45.67.89,centos,58927,Failed,password,1,2024-01-15 00:55:40
0,185.220.101.45,postgres,43407,Failed,password,1,2024-01-15 00:55:49
0,165.232.189.42,root,37344,Failed,password,1,2024-01-15 00:56:06
0,45.142.212.61,pi,7719,Failed,password,1,2024-01-15 00:56:16
0,5.188.206.14,mysql,10249,Failed,password,1,2024-01-15 00:56:54
0,165.232.189.42,git,26571,Failed,password,1,2024-01-15 00:57:37
0,194.165.16.72,centos,11568,Failed,password,1,2024-01-15 00:58:09
0,159.89.166.45,centos,59032,Failed,password,1,2024-01-15 00:58:12
0,185.220.101.45,git,17377,Accepted,password,1,2024-01-15 00:58:34
0,165.232.189.42,oracle,32975,Failed,password,1,2024-01-15 00:58:35
0,193.32.162.45,ubuntu,15549,Failed,password,1,2024-01-15 00:59:24
0,5.188.206.14,root,33925,Failed,password,1,2024-01-15 00:59:37
0,185.220.101.45,centos,50231,Failed,password,1,2024-01-15 00:59:39
0,5.188.206.14,postgres,42827,Failed,password,1,2024-01-15 00:59:46
0,185.234.218.33,root,17666,Failed,password,1,2024-01-15 00:59:51
0,165.232.189.42,oracle,24381,Failed,password,1,2024-01-15 00:59:59
1,159.89.166.45,root,36783,Failed,password,1,2024-01-15 01:00:05
1,185.220.101.45,mysql,52039,Failed,password,1,2024-01-15 01:00:28
1,91.108.4.0,user,49965,Failed,password,1,2024-01-15 01:00:44
1,91.108.4.0,centos,42588,Failed,password,1,2024-01-15 01:00:47
1,165.232.189.42,test,32566,Failed,password,1,2024-01-15 01:00:48
1,91.108.4.0,postgres,1120,Failed,password,1,2024-01-15 01:00:57
1,45.142.212.61,ubuntu,49600,Failed,password,1,2024-01-15 01:01:04
1,42.96.145.33,mysql,60269,Failed,password,1,2024-01-15 01:01:08
1,165.232.189.42,oracle,44990,Failed,password,1,2024-01-15 01:01:45
1,185.220.101.45,root,22745,Failed,password,1,2024-01-15 01:01:48
1,45.142.212.61,mysql,9560,Failed,password,1,2024-01-15 01:02:04
1,194.165.16.72,git,62403,Failed,password,1,2024-01-15 01:02:23
1,185.234.218.33,root,21797,Failed,password,1,2024-01-15 01:03:22
1,159.89.166.45,postgres,54005,Failed,password,1,2024-01-15 01:04:10
1,42.96.145.33,mysql,62473,Failed,password,1,2024-01-15 01:04:26
1,178.20.55.18,postgres,29666,Failed,password,1,2024-01-15 01:04:29
1,103.45.67.89,user,33589,Failed,password,1,2024-01-15 01:04:37
1,194.165.16.72,centos,61612,Failed,password,1,2024-01-15 01:05:04
1,178.20.55.18,ubuntu,18139,Failed,password,1,2024-01-15 01:05:10
1,5.188.206.14,git,38630,Failed,password,1,2024-01-15 01:05:33
1,194.165.16.72,pi,39110,Failed,password,1,2024-01-15 01:05:53
1,165.232.189.42,oracle,35552,Accepted,password,1,2024-01-15 01:05:58
1,159.89.166.45,ubuntu,54813,Failed,password,1,2024-01-15 01:06:28
1,178.20.55.18,git,23549,Failed,password,1,2024-01-15 01:06:31
1,42.96.145.33,pi,55053,Failed,password,1,2024-01-15 01:06:49
1,194.165.16.72,root,59961,Failed,password,1,2024-01-15 01:06:59
1,103.45.67.89,admin,23482,Failed,password,1,2024-01-15 01:07:02
1,103.45.67.89,oracle,4634,Failed,password,1,2024-01-15 01:07:11
1,178.20.55.18,admin,53156,Failed,password,1,2024-01-15 01:07:17
1,159.89.166.45,centos,28050,Failed,password,1,2024-01-15 01:07:47
1,194.165.16.72,centos,48866,Failed,password,1,2024-01-15 01:07:49
1,5.188.206.14,ubuntu,62797,Accepted,password,1,2024-01-15 01:08:22
1,45.142.212.61,centos,33676,Accepted,password,1,2024-01-15 01:08:29
1,91.108.4.0,git,64627,Failed,password,1,2024-01-15 01:09:28
1,159.89.166.45,user,38119,Failed,password,1,2024-01-15 01:09:31
1,193.32.162.45,admin,44061,Failed,password,1,2024-01-15 01:09:38
1,185.220.101.45,pi,31513,Failed,password,1,2024-01-15 01:09:39
1,159.89.166.45,git,4818,Failed,password,1,2024-01-15 01:09:51
1,178.20.55.18,centos,56777,Failed,password,1,2024-01-15 01:09:52
1,193.32.162.45,admin,53542,Failed,password,1,2024-01-15 01:10:23
1,91.108.4.0,admin,5284,Failed,password,1,2024-01-15 01:10:26
1,185.220.101.45,pi,1558,Failed,password,1,2024-01-15 01:10:45
1,91.108.4.0,root,23715,Failed,password,1,2024-01-15 01:11:56
1,45.142.212.61,ubuntu,36938,Failed,password,1,2024-01-15 01:12:02
1,45.142.212.61,root,16711,Failed,password,1,2024-01-15 01:12:33
1,185.234.218.33,git,8369,Failed,password,1,2024-01-15 01:13:35
1,103.45.67.89,postgres,33721,Failed,password,1,2024-01-15 01:13:41
1,42.96.145.33,test,32034,Failed,password,1,2024-01-15 01:14:19
1,91.108.4.0,git,53071,Failed,password,1,2024-01-15 01:14:45
1,178.20.55.18,ubuntu,19881,Failed,password,1,2024-01-15 01:15:01
1,91.108.4.0,root,39622,Failed,password,1,2024-01-15 01:15:09
1,5.188.206.14,user,3225,Failed,password,1,2024-01-15 01:15:31
1,194.165.16.72,centos,29409,Failed,password,1,2024-01-15 01:15:53
1,5.188.206.14,postgres,36936,Failed,password,1,2024-01-15 01:16:05
1,45.142.212.61,postgres,21790,Failed,password,1,2024-01-15 01:16:13
1,193.32.162.45,root,31039,Failed,password,1,2024-01-15 01:17:05
1,159.89.166.45,user,5826,Failed,password,1,2024-01-15 01:17:07
1,178.20.55.18,git,43753,Failed,password,1,2024-01-15 01:18:19
1,178.20.55.18,ubuntu,50981,Failed,password,1,2024-01-15 01:18:43
1,91.108.4.0,centos,29720,Failed,password,1,2024-01-15 01:19:12
1,103.45.67.89,oracle,28371,Failed,password,1,2024-01-15 01:19:30
1,91.108.4.0,test,48780,Failed,password,1,2024-01-15 01:19:32
1,178.20.55.18,postgres,13303,Failed,password,1,2024-01-15 01:19:42
1,45.142.212.61,test,39767,Failed,password,1,2024-01-15 01:19:54
1,194.165.16.72,root,61225,Failed,password,1,2024-01-15 01:20:31
1,42.96.145.33,centos,46588,Failed,password,1,2024-01-15 01:20:42
1,45.142.212.61,postgres,40076,Failed,password,1,2024-01-15 01:21:44
1,185.220.101.45,mysql,4616,Failed,password,1,2024-01-15 01:22:10
1,178.20.55.18,postgres,4625,Failed,password,1,2024-01-15 01:22:56
1,178.20.55.18,user,1282,Failed,password,1,2024-01-15 01:23:07
1,91.108.4.0,ubuntu,27222,Failed,password,1,2024-01-15 01:23:11
1,165.232.189.42,test,11354,Failed,password,1,2024-01-15 01:23:36
1,159.89.166.45,test,35288,Failed,password,1,2024-01-15 01:23:41
1,193.32.162.45,admin,47056,Failed,password,1,2024-01-15 01:24:07
1,193.32.162.45,pi,35354,Failed,password,1,2024-01-15 01:24:19
1,91.108.4.0,oracle,29636,Failed,password,1,2024-01-15 01:24:40
1,165.232.189.42,postgres,55695,Failed,password,1,2024-01-15 01:25:25
1,45.142.212.61,admin,5412,Failed,password,1,2024-01-15 01:25:32
1,42.96.145.33,oracle,18935,Failed,password,1,2024-01-15 01:26:06
1,159.89.166.45,ubuntu,21388,Failed,password,1,2024-01-15 01:26:08
1,193.32.162.45,pi,60577,Failed,password,1,2024-01-15 01:26:46
1,42.96.145.33,user,48479,Failed,password,1,2024-01-15 01:27:47
1,185.220.101.45,test,41781,Failed,password,1,2024-01-15 01:27:50
1,91.108.4.0,user,5468,Failed,password,1,2024-01-15 01:27:56
1,185.220.101.45,user,62072,Failed,password,1,2024-01-15 01:28:32
1,178.20.55.18,oracle,25360,Failed,password,1,2024-01-15 01:29:00
1,193.32.162.45,pi,24410,Accepted,password,1,2024-01-15 01:29:05
1,165.232.189.42,pi,22026,Failed,password,1,2024-01-15 01:29:14
1,185.220.101.45,mysql,19322,Failed,password,1,2024-01-15 01:29:27
1,159.89.166.45,pi,35300,Failed,password,1,2024-01-15 01:29:30
1,185.220.101.45,test,20998,Failed,password,1,2024-01-15 01:29:42
1,185.220.101.45,pi,1490,Failed,password,1,2024-01-15 01:29:45
1,103.45.67.89,oracle,41052,Accepted,password,1,2024-01-15 01:30:01
1,159.89.166.45,pi,19897,Failed,password,1,2024-01-15 01:30:07
1,185.220.101.45,ubuntu,10286,Failed,password,1,2024-01-15 01:30:33
1,193.32.162.45,mysql,26450,Failed,password,1,2024-01-15 01:32:16
1,193.32.162.45,test,53688,Failed,password,1,2024-01-15 01:32:31
1,159.89.166.45,root,3971,Failed,password,1,2024-01-15 01:34:49
1,42.96.145.33,git,34570,Failed,password,1,2024-01-15 01:34:49
1,45.142.212.61,git,22275,Failed,password,1,2024-01-15 01:34:59
1,178.20.55.18,admin,32933,Failed,password,1,2024-01-15 01:36:25
1,91.108.4.0,git,40381,Failed,password,1,2024-01-15 01:36:52
1,178.20.55.18,oracle,24285,Failed,password,1,2024-01-15 01:37:10
1,193.32.162.45,mysql,21620,Failed,password,1,2024-01-15 01:37:40
1,103.45.67.89,root,6435,Failed,password,1,2024-01-15 01:37:53
1,194.165.16.72,pi,18518,Failed,password,1,2024-01-15 01:38:27
1,178.20.55.18,pi,49566,Failed,password,1,2024-01-15 01:39:09
1,194.165.16.72,test,25026,Failed,password,1,2024-01-15 01:40:31
1,103.45.67.89,mysql,52399,Failed,password,1,2024-01-15 01:40:43
1,45.142.212.61,user,50099,Failed,password,1,2024-01-15 01:40:46
1,178.20.55.18,user,10406,Failed,password,1,2024-01-15 01:40:52
1,165.232.189.42,postgres,61075,Failed,password,1,2024-01-15 01:40:59
1,103.45.67.89,root,39218,Failed,password,1,2024-01-15 01:41:00
1,193.32.162.45,mysql,37865,Failed,password,1,2024-01-15 01:41:20
1,91.108.4.0,user,33825,Failed,password,1,2024-01-15 01:41:22
1,165.232.189.42,test,5687,Failed,password,1,2024-01-15 01:41:26
1,42.96.145.33,oracle,49680,Failed,password,1,2024-01-15 01:41:39
1,194.165.16.72,ubuntu,10167,Failed,password,1,2024-01-15 01:42:03
1,42.96.145.33,centos,45949,Failed,password,1,2024-01-15 01:42:35
1,185.234.218.33,centos,15189,Failed,password,1,2024-01-15 01:42:54
1,185.220.101.45,oracle,27025,Failed,password,1,2024-01-15 01:43:21
1,103.45.67.89,user,47212,Failed,password,1,2024-01-15 01:43:38
1,5.188.206.14,postgres,33386,Failed,password,1,2024-01-15 01:44:00
1,178.20.55.18,oracle,41432,Failed,password,1,2024-01-15 01:44:01
1,178.20.55.18,mysql,62519,Failed,password,1,2024-01-15 01:44:30
1,178.20.55.18,mysql,2510,Failed,password,1,2024-01-15 01:44:55
1,5.188.206.14,ubuntu,12361,Failed,password,1,2024-01-15 01:45:13
1,159.89.166.45,postgres,3746,Failed,password,1,2024-01-15 01:45:21
1,103.45.67.89,postgres,17089,Failed,password,1,2024-01-15 01:45:34
1,45.142.212.61,pi,20478,Failed,password,1,2024-01-15 01:45:38
1,103.45.67.89,centos,44415,Failed,password,1,2024-01-15 01:46:36
1,185.220.101.45,user,3435,Failed,password,1,2024-01-15 01:46:42
1,194.165.16.72,ubuntu,53644,Failed,password,1,2024-01-15 01:47:26
1,185.220.101.45,test,9145,Failed,password,1,2024-01-15 01:47:36
1,45.142.212.61,mysql,4108,Accepted,password,1,2024-01-15 01:47:51
1,91.108.4.0,ubuntu,52514,Failed,password,1,2024-01-15 01:48:06
1,194.165.16.72,test,52212,Accepted,password,1,2024-01-15 01:48:21
1,159.89.166.45,mysql,2901,Failed,password,1,2024-01-15 01:48:38
1,42.96.145.33,admin,40695,Failed,password,1,2024-01-15 01:48:57
1,185.234.218.33,git,55427,Failed,password,1,2024-01-15 01:49:28
1,45.142.212.61,git,37478,Failed,password,1,2024-01-15 01:49:44
1,185.220.101.45,mysql,60677,Failed,password,1,2024-01-15 01:49:50
1,103.45.67.89,pi,29964,Failed,password,1,2024-01-15 01:50:21
1,178.20.55.18,test,40341,Failed,password,1,2024-01-15 01:50:21
1,178.20.55.18,admin,45287,Failed,password,1,2024-01-15 01:50:24
1,5.188.206.14,user,36778,Failed,password,1,2024-01-15 01:50:26
1,42.96.145.33,admin,48028,Failed,password,1,2024-01-15 01:50:34
1,193.32.162.45,git,10513,Failed,password,1,2024-01-15 01:51:03
1,91.108.4.0,centos,3169,Failed,password,1,2024-01-15 01:52:05
1,42.96.145.33,mysql,56972,Failed,password,1,2024-01-15 01:52:29
1,42.96.145.33,oracle,40835,Failed,password,1,2024-01-15 01:52:31
1,45.142.212.61,user,26892,Failed,password,1,2024-01-15 01:53:05
1,45.142.212.61,root,7519,Failed,password,1,2024-01-15 01:53:38
1,193.32.162.45,git,43101,Failed,password,1,2024-01-15 01:53:52
1,178.20.55.18,ubuntu,16662,Failed,password,1,2024-01-15 01:54:35
1,178.20.55.18,centos,14554,Failed,password,1,2024-01-15 01:54:35
1,159.89.166.45,mysql,63381,Failed,password,1,2024-01-15 01:55:11
1,185.234.218.33,pi,28900,Failed,password,1,2024-01-15 01:55:36
1,91.108.4.0,user,18107,Failed,password,1,2024-01-15 01:55:38
1,42.96.145.33,git,36970,Failed,password,1,2024-01-15 01:55:59
1,185.220.101.45,test,16605,Failed,password,1,2024-01-15 01:56:35
1,5.188.206.14,user,3988,Failed,password,1,2024-01-15 01:56:41
1,165.232.189.42,mysql,3382,Failed,password,1,2024-01-15 01:56:58
1,185.220.101.45,postgres,28342,Failed,password,1,2024-01-15 01:57:06
1,193.32.162.45,pi,47168,Failed,password,1,2024-01-15 01:57:20
1,91.108.4.0,ubuntu,4453,Failed,password,1,2024-01-15 01:57:27
1,91.108.4.0,centos,31461,Accepted,password,1,2024-01-15 01:57:59
1,193.32.162.45,user,47673,Failed,password,1,2024-01-15 01:58:12
1,45.142.212.61,oracle,5581,Failed,password,1,2024-01-15 01:58:15
1,159.89.166.45,mysql,53933,Failed,password,1,2024-01-15 01:58:58
1,42.96.145.33,user,48379,Failed,password,1,2024-01-15 01:59:14
1,185.220.101.45,mysql,38912,Failed,password,1,2024-01-15 01:59:20
1,91.108.4.0,user,56476,Failed,password,1,2024-01-15 01:59:48
2,185.234.218.33,root,23585,Accepted,password,1,2024-01-15 02:00:04
2,5.188.206.14,pi,30693,Failed,password,1,2024-01-15 02:00:27
2,159.89.166.45,user,36634,Failed,password,1,2024-01-15 02:00:53
2,103.45.67.89,oracle,60483,Failed,password,1,2024-01-15 02:01:11
2,165.232.189.42,test,39004,Failed,password,1,2024-01-15 02:01:46
2,159.89.166.45,postgres,61133,Failed,password,1,2024-01-15 02:01:51
2,91.108.4.0,ubuntu,1307,Failed,password,1,2024-01-15 02:02:17
2,159.89.166.45,test,22854,Failed,password,1,2024-01-15 02:02:36
2,5.188.206.14,root,30977,Failed,password,1,2024-01-15 02:02:55
2,42.96.145.33,ubuntu,16138,Failed,password,1,2024-01-15 02:03:29
2,42.96.145.33,postgres,22730,Failed,password,1,2024-01-15 02:03:42
2,103.45.67.89,postgres,64517,Failed,password,1,2024-01-15 02:03:42
2,45.142.212.61,centos,6579,Failed,password,1,2024-01-15 02:03:54
2,91.108.4.0,user,8833,Failed,password,1,2024-01-15 02:04:35
2,5.188.206.14,git,47745,Failed,password,1,2024-01-15 02:05:07
2,194.165.16.72,pi,41890,Failed,password,1,2024-01-15 02:05:16
2,45.142.212.61,git,36961,Failed,password,1,2024-01-15 02:05:27
2,91.108.4.0,mysql,34195,Failed,password,1,2024-01-15 02:05:29
2,193.32.162.45,postgres,25798,Failed,password,1,2024-01-15 02:05:30
2,42.96.145.33,pi,62781,Failed,password,1,2024-01-15 02:05:41
2,165.232.189.42,centos,64506,Failed,password,1,2024-01-15 02:07:07
2,42.96.145.33,mysql,18922,Failed,password,1,2024-01-15 02:07:53
2,45.142.212.61,test,54319,Failed,password,1,2024-01-15 02:07:57
